ID Khách hàng,Họ và tên,Tuổi,Số điện thoại,Quận,Phường,Địa chỉ chi tiết,Email,Ngày sinh,Lịch sử mua hàng,Tần suất mua hàng,Tổng doanh thu,Tổng lợi nhuận,Đánh giá,Số lượt đánh giá,Tham gia KM
2563,Hồ Quang Mai,34,0961882600,Quận 7,Tân Thuận Đông,67 Nguyễn Lương Bằng,ho_quang_mai_23011990@gmail.com,1990-01-23,"Ibuprofen, Ciprofloxacin, Trazodone, Trazodone",9,1565599.08,1196077,4.1,2,2
2564,Bùi An An,36,0945625128,Huyện Nhà Bè,Xã Phước Lộc,48 Chánh Hưng,bui_an_an_11111988@gmail.com,1988-11-11,Lithium,1,672006.67,447478,4.0,1,0
2565,Nguyễn Văn Thị,76,0918595452,Huyện Nhà Bè,Xã Hiệp Phước,82 Nguyễn Bình,nguyen_van_thi_12121948@gmail.com,1948-12-12,"Montelukast, Finasteride",6,3728204.6,2921326,4.7,2,2
2566,Bùi An An,33,0925946793,Huyện Nhà Bè,Xã Phước Kiển,84 Nội Bộ Khu Tái Định Cư KCN Hiệp Phước,bui_an_an_28031991@gmail.com,1991-03-28,Pregabalin,10,2419020.33,1622794,3.4,3,3
2567,Bùi Vĩ Như,51,0955287946,Quận 7,Phú Mỹ,72 Cầu Tân Thuận 22,bui_vi_nhu_22121973@gmail.com,1973-12-22,Methadone,2,1052761.35,737957,3.5,1,1
2568,Hồ Tú Lan,77,0916307287,Quận 7,Tân Thuận Tây,13 Hoàng Quốc Việt,ho_tu_lan_22081947@gmail.com,1947-08-22,"Dexamethasone, Cảm cúm, Methylphenidate",8,1678632.87,1148423,3.1,1,1
2569,Lê An Đức,72,0997696097,Quận 7,Tân Thuận Đông,86 Bùi Văn Ba,le_an_duc_03121952@gmail.com,1952-12-03,"Azithromycin, Telmisartan, Bacitracin, Loratadine",9,2067609.89,1440221,3.4,1,1
2570,Hoàng Thành Quang,35,0942892114,Huyện Nhà Bè,Xã Phước Kiển,27 Vạn Phát Hưng,hoang_thanh_quang_30051989@gmail.com,1989-05-30,Methylphenidate,1,1025209.52,718863,3.3,1,1
2571,Bùi Bích Quang,74,0994872766,Huyện Nhà Bè,Xã Nhơn Đức,71 Nội Bộ Khu Tái Định Cư Phước Kiến Giai Đoạn I,bui_bich_quang_07021950@gmail.com,1950-02-07,Vitamin C,6,3812351.28,2742040,4.0,2,2
2572,Ngô Hải Hải,38,0948166850,Quận 7,Tân Quy,91 Phan Khiêm Ích,ngo_hai_hai_03101986@gmail.com,1986-10-03,Trazodone,6,141634.91,102363,4.4,1,0
2573,Hồ Đức Lan,54,0927533823,Huyện Nhà Bè,Xã Long Thới,39 Nguyễn Văn Thọ,ho_duc_lan_14051970@gmail.com,1970-05-14,"Simvastatin, Ibuprofen, Ziprasidone, Azithromycin",4,2498875.09,1568381,3.8,3,3
2574,Vũ Vĩ Ngọc,49,0905183524,Quận 7,Phú Thuận,50 Huỳnh Tấn Phát,vu_vi_ngoc_18091975@gmail.com,1975-09-18,"Acetaminophen, Amphetamine",3,3978792.64,2613573,4.2,5,5
2575,Nguyễn Hà Hải,31,0928720148,Huyện Nhà Bè,Xã Nhơn Đức,80 Liên Ấp 3-4,nguyen_ha_hai_30081993@gmail.com,1993-08-30,Valacyclovir,7,3279836.94,2174866,4.1,4,4
2576,Trần Ngọc Văn,39,0958979480,Huyện Nhà Bè,Xã Long Thới,21 Lê Văn Lương,tran_ngoc_van_03061985@gmail.com,1985-06-03,"Tamsulosin, Duloxetine, Sodium chloride, Tramadol",8,4523168.25,2830212,3.5,5,5
2577,Hồ Tâm Mai,58,0954984834,Quận 7,Tân Phong,93 Huỳnh Tấn Phát,ho_tam_mai_25071966@gmail.com,1966-07-25,"Donepezil, Esomeprazole",9,2059861.6,1553673,3.9,3,3
2578,Trần An An,27,0964248974,Huyện Nhà Bè,Xã Phú Xuân,9 Chánh Hưng Nối Dài,tran_an_an_09021997@gmail.com,1997-02-09,"Thuốc đau dạ dày, Thuốc đau dạ dày, Sertraline, Acyclovir",7,1159099.87,908465,3.3,1,1
2579,Đỗ Hải Văn,56,0942041308,Quận 7,Tân Hưng,46 Đô Đốc Tuyết,do_hai_van_25061968@gmail.com,1968-06-25,"Lisinopril, Celecoxib, Fexofenadine",8,3329457.54,2463435,4.7,4,4
2580,Ngô Văn Văn,32,0951298745,Huyện Nhà Bè,Xã Hiệp Phước,41 Đào Xuân Tích,ngo_van_van_02041992@gmail.com,1992-04-02,"Ciprofloxacin, Atenolol, Fluconazole, Carvedilol",3,3503264.79,2225023,4.9,4,4
2581,Phạm Mai Hải,78,0984142078,Huyện Nhà Bè,Xã Phước Kiển,1 Lê Văn Lương,pham_mai_hai_14011946@gmail.com,1946-01-14,Pregabalin,10,1663343.68,1170464,4.3,1,1
2582,Bùi Mai Đức,50,0989629333,Quận 7,Tân Thuận Tây,79 Đường D,bui_mai_duc_02111974@gmail.com,1974-11-02,"Amlodipine, Vitamin D, Silver sulfadiazine",9,3282027.5,2280975,4.3,4,4
2583,Hồ Bích Lan,43,0916894416,Quận 7,Tân Kiểng,80 Đường D4,ho_bich_lan_02081981@gmail.com,1981-08-02,"Aspirin, Clarithromycin",8,870127.56,649168,3.8,1,1
2584,Đỗ Ngọc Thị,64,0981262411,Quận 7,Tân Thuận Đông,26 Đường C,do_ngoc_thi_14051960@gmail.com,1960-05-14,"Citalopram, Benzoyl peroxide, Levofloxacin, Prednisone",10,3955287.6,2383523,3.9,2,2
2585,Đỗ Thành Như,33,0987201856,Huyện Nhà Bè,Xã Phước Lộc,8 Liên Ấp 3-4,do_thanh_nhu_14051991@gmail.com,1991-05-14,"Tretinoin, Ibuprofen, Levofloxacin",7,200174.56,149477,4.2,1,0
2586,Hồ Tâm Ngọc,76,0964496439,Huyện Nhà Bè,Xã Phước Kiển,55 Huỳnh Tấn Phát,ho_tam_ngoc_21081948@gmail.com,1948-08-21,"Benzoyl peroxide, Fluoxetine",3,2336220.32,1555290,3.2,1,1
2587,Nguyễn Bích Lan,49,0951826556,Huyện Nhà Bè,Xã Phước Kiển,25 Dương Cát Lợi,nguyen_bich_lan_29011975@gmail.com,1975-01-29,"Paracetamol, Levothyroxine, Acetaminophen",11,1068679.89,710017,3.4,1,1
2588,Trần Đức Lan,61,0991915162,Huyện Nhà Bè,Xã Nhơn Đức,50 Nguyễn Văn Thọ,tran_duc_lan_06011964@gmail.com,1964-01-06,"Olanzapine, Lansoprazole, Venlafaxine, Olanzapine",12,1811342.06,1201214,4.4,1,1
2589,Ngô Đức Mai,50,0973427492,Huyện Nhà Bè,Xã Nhơn Đức,66 Phạm Hữu Lầu,ngo_duc_mai_12021974@gmail.com,1974-02-12,Fluoxetine,5,1931791.99,1498055,3.9,2,2
2590,Hoàng Vĩ Thị,53,0944491746,Huyện Nhà Bè,Xã Phước Kiển,69 Đào Sư Tích,hoang_vi_thi_20101971@gmail.com,1971-10-20,"Amoxicillin, Ciprofloxacin, Paracetamol",12,1915151.74,1513227,5.0,3,3
2591,Bùi Hà Mai,62,0926901591,Huyện Nhà Bè,Xã Long Thới,98 Huỳnh Tấn Phát,bui_ha_mai_12071962@gmail.com,1962-07-12,"Benzoyl peroxide, Aspirin, Paracetamol, Metoprolol",8,1731659.95,1080856,4.8,1,1
2592,Lê Bích Như,33,0911967020,Huyện Nhà Bè,Xã Hiệp Phước,38 Đặng Nhữ Lâm,le_bich_nhu_03081991@gmail.com,1991-08-03,"Clindamycin, Thuốc đau dạ dày, Albuterol",5,1795298.33,1181962,3.7,2,2
2593,Hoàng Hải Văn,27,0952965991,Huyện Nhà Bè,Xã Phú Xuân,72 Nguyễn Hữu Thọ,hoang_hai_van_26031997@gmail.com,1997-03-26,Nystatin,7,446924.68,346451,4.9,1,0
2594,Trần Linh Như,79,0955021639,Huyện Nhà Bè,Xã Phú Xuân,66 Nhơn Đức,tran_linh_nhu_10111945@gmail.com,1945-11-10,"Ziprasidone, Hydrocodone",12,689239.95,513451,4.1,1,0
2595,Bùi Mai Hải,65,0964747741,Huyện Nhà Bè,Xã Phước Lộc,54 Vạn Phát Hưng,bui_mai_hai_17061959@gmail.com,1959-06-17,"Clopidogrel, Citalopram",4,2364407.29,1501719,4.8,1,1
2596,Đỗ Phúc Quang,26,0901880579,Huyện Nhà Bè,Xã Hiệp Phước,26 Dương Cát Lợi,do_phuc_quang_05061998@gmail.com,1998-06-05,"Carvedilol, Sildenafil, Dexamethasone, Metoprolol",2,977911.21,686014,4.1,1,1
2597,Trần Khánh Văn,21,0982165714,Huyện Nhà Bè,Xã Phú Xuân,62 Liên Ấp 2-3,tran_khanh_van_03102003@gmail.com,2003-10-03,Trazodone,8,3349070.13,2432136,3.9,4,4
2598,Phạm Văn Như,53,0951891914,Quận 7,Tân Quy,96 Nguyễn Lương Bằng,pham_van_nhu_11111971@gmail.com,1971-11-11,"Fexofenadine, Atorvastatin, Citalopram, Ciprofloxacin",9,210592.31,136190,4.8,1,0
2599,Lê Thành Đức,67,0995196757,Quận 7,Tân Thuận Tây,82 Đường C,le_thanh_duc_25081957@gmail.com,1957-08-25,"Naproxen, Acetaminophen, Fluoxetine",8,744480.57,580118,3.4,1,0
2600,Hồ An Thị,29,0915493941,Huyện Nhà Bè,Xã Long Thới,55 Nhơn Đức,ho_an_thi_11041995@gmail.com,1995-04-11,"Metronidazole, Venlafaxine, Amoxicillin, Valacyclovir",12,4629532.29,2806932,4.9,5,5
2601,Phạm Văn Như,23,0995064745,Quận 7,Tân Thuận Đông,62 Bắc Nam,pham_van_nhu_09042001@gmail.com,2001-04-09,"Acyclovir, Bupropion, Hydroxychloroquine",12,3753137.31,2678080,4.6,5,5
2602,Vũ Bảo Đức,35,0968326916,Quận 7,Tân Thuận Tây,17 Nguyễn Thị Thập,vu_bao_duc_20071989@gmail.com,1989-07-20,"Amlodipine, Lisinopril",7,2291369.57,1759297,3.1,3,3
2603,Đỗ Thị Thị,30,0992239694,Quận 7,Phú Mỹ,44 Đô Đốc Tuyết,do_thi_thi_06021994@gmail.com,1994-02-06,"Bupropion, Hydroxychloroquine, Miconazole, Prednisone",3,189210.52,135570,3.7,1,0
2604,Ngô Quang Đức,28,0955438483,Quận 7,Tân Phong,75 Khu Mỹ Kim,ngo_quang_duc_29111996@gmail.com,1996-11-29,"Valacyclovir, Esomeprazole, Nitroglycerin",5,1937763.68,1497916,4.4,2,2
2605,Nguyễn Khánh Hải,25,0934088901,Huyện Nhà Bè,Xã Long Thới,56 Khu Trung Tâm Huyện,nguyen_khanh_hai_10121999@gmail.com,1999-12-10,"Lansoprazole, Warfarin, Doxycycline, Bacitracin",1,3872278.67,2718036,3.8,5,5
2606,Ngô Hải Thị,76,0927620990,Huyện Nhà Bè,Xã Phú Xuân,88 Liên Ấp 3-4,ngo_hai_thi_21011948@gmail.com,1948-01-21,"Propranolol, Acyclovir",2,2677290.74,2002111,4.9,2,2
2607,Đỗ Phúc Quang,23,0929391051,Quận 7,Tân Thuận Tây,1 Phan Huy Thực,do_phuc_quang_25062001@gmail.com,2001-06-25,Fexofenadine,6,1912708.12,1518444,4.5,3,3
2608,Đỗ Tâm Đức,32,0968309629,Huyện Nhà Bè,Xã Phước Lộc,24 Nội Bộ Khu Tái Định Cư Phước Kiến Giai Đoạn I,do_tam_duc_28081992@gmail.com,1992-08-28,"Cetirizine, Finasteride",3,937507.97,568264,4.4,1,1
2609,Lê Bích Như,61,0963849868,Quận 7,Tân Phong,44 Nguyễn Văn Linh,le_bich_nhu_29091963@gmail.com,1963-09-29,Valacyclovir,10,442403.78,270887,4.0,1,0
2610,Bùi Như Thị,41,0977486446,Quận 7,Phú Thuận,46 Đường U,bui_nhu_thi_20091983@gmail.com,1983-09-20,"Sertraline, Venlafaxine, Losartan",8,2688084.51,2041438,3.7,4,4
2611,Ngô Đức Mai,55,0945706420,Quận 7,Tân Thuận Tây,14 Hoàng Quốc Việt,ngo_duc_mai_09101969@gmail.com,1969-10-09,"Silver sulfadiazine, Meloxicam, Clopidogrel",10,2343187.83,1687114,3.1,3,3
2612,Đỗ Tú Văn,26,0922990860,Huyện Nhà Bè,Xã Long Thới,8 Nhơn Đức,do_tu_van_02061998@gmail.com,1998-06-02,"Hydrochlorothiazide, Carvedilol",7,3281060.05,2581703,3.3,5,5
2613,Hồ Thành An,50,0997124658,Huyện Nhà Bè,Xã Nhơn Đức,3 Phan Văn Bảy,ho_thanh_an_11081974@gmail.com,1974-08-11,Dexamethasone,6,1647862.72,1230479,3.2,2,2
2614,Lê Đức Như,58,0904777850,Quận 7,Tân Quy,44 Phạm Hữu Lầu,le_duc_nhu_15081966@gmail.com,1966-08-15,"Levofloxacin, Ramipril, Clindamycin",5,1742201.11,1256126,3.5,2,2
2615,Bùi Hà Mai,68,0998009525,Quận 7,Tân Phú,26 Phan Khiêm Ích,bui_ha_mai_04081956@gmail.com,1956-08-04,"Cetirizine, Telmisartan, Atorvastatin",4,1197204.54,833720,4.9,1,0
2616,Ngô Bích Thị,74,0915746667,Huyện Nhà Bè,Xã Nhơn Đức,53 Liên Ấp 3-4,ngo_bich_thi_17091950@gmail.com,1950-09-17,Thuốc đau dạ dày,1,3387097.7,2589113,4.7,2,2
2617,Lê Minh Như,68,0919694652,Huyện Nhà Bè,Xã Phước Kiển,97 Chánh Hưng Nối Dài,le_minh_nhu_07031956@gmail.com,1956-03-07,Doxycycline,9,3944403.79,2526387,4.0,2,2
2618,Đỗ Như Ngọc,63,0985506511,Quận 7,Tân Kiểng,72 Nguyễn Lương Bằng,do_nhu_ngoc_15111961@gmail.com,1961-11-15,Metronidazole,11,2456507.72,1962744,3.2,1,1
2619,Vũ Hải Mai,23,0985617238,Quận 7,Tân Thuận Đông,80 Hà Huy Tập,vu_hai_mai_25082001@gmail.com,2001-08-25,Acetaminophen,4,800307.9,587009,4.6,1,1
2620,Hồ Hà Lan,56,0991012467,Quận 7,Tân Quy,95 Bắc Nam,ho_ha_lan_12081968@gmail.com,1968-08-12,"Methylphenidate, Tramadol, Metformin, Donepezil",7,2250575.64,1489108,4.9,2,2
2621,Hồ Thị Như,26,0921546194,Huyện Nhà Bè,Xã Phước Lộc,43 Nội Bộ Khu Cán Bộ Công Nhân Viên Huyện,ho_thi_nhu_05081998@gmail.com,1998-08-05,"Diclofenac, Thuốc ho, Lisinopril, Acyclovir",1,1513305.61,1032360,4.0,2,2
2622,Nguyễn Văn Thị,43,0915014545,Huyện Nhà Bè,Xã Long Thới,30 Đặng Nhữ Lâm,nguyen_van_thi_07031981@gmail.com,1981-03-07,"Trazodone, Levofloxacin",10,1616112.43,1122838,3.9,2,2
2623,Lê Bích Như,68,0939062087,Huyện Nhà Bè,Xã Nhơn Đức,67 Liên Ấp 2-3,le_bich_nhu_23101956@gmail.com,1956-10-23,"Ketorolac, Simvastatin, Acetaminophen, Duloxetine",1,1147296.38,895786,3.2,1,0
2624,Hồ Thành Văn,39,0916653560,Quận 7,Tân Hưng,44 Ô Đốc Tuyết,ho_thanh_van_24121985@gmail.com,1985-12-24,"Diclofenac, Clindamycin, Tramadol",4,3163638.37,2165943,3.6,4,4
2625,Ngô Hải Văn,44,0905595407,Quận 7,Tân Hưng,19 Đào Trí Nối dài,ngo_hai_van_19031980@gmail.com,1980-03-19,"Meloxicam, Esomeprazole, Citalopram",8,2503684.8,1953358,3.4,3,3
2626,Ngô Hải Thị,36,0988846389,Quận 7,Tân Phong,31 Phạm Hữu Lầu,ngo_hai_thi_29031988@gmail.com,1988-03-29,"Metformin, Meloxicam, Bacitracin, Amoxicillin",12,483247.02,367497,3.5,1,0
2627,Bùi Hà Đức,28,0953767156,Quận 7,Tân Thuận Đông,48 Nguyễn Văn Tiết,bui_ha_duc_10011996@gmail.com,1996-01-10,Nitroglycerin,3,1729138.94,1300020,4.2,2,2
2628,Bùi Tú Lan,22,0918521734,Quận 7,Bình Thuận,60 Phan Huy Thực,bui_tu_lan_09122002@gmail.com,2002-12-09,Montelukast,9,2357901.35,1443435,4.4,2,2
2629,Hồ Vĩ Ngọc,32,0978323545,Quận 7,Tân Phong,95 Rạch Dơ,ho_vi_ngoc_28031992@gmail.com,1992-03-28,Paracetamol,4,2825420.76,2059668,4.3,4,4
2630,Nguyễn Tâm Như,47,0987446088,Quận 7,Tân Thuận Tây,96 Phạm Thái Bường,nguyen_tam_nhu_23061977@gmail.com,1977-06-23,"Albuterol, Hydrochlorothiazide, Metronidazole",8,2244602.14,1421271,4.9,2,2
2631,Vũ Văn Hải,50,0994657412,Quận 7,Tân Hưng,57 Phạm Thiều,vu_van_hai_20021974@gmail.com,1974-02-20,Citalopram,6,283683.53,214062,4.0,1,0
2632,Lê Bích Như,62,0953886136,Huyện Nhà Bè,Xã Nhơn Đức,70 Nguyễn Lương Bằng,le_bich_nhu_24061962@gmail.com,1962-06-24,"Atomoxetine, Thuốc đau dạ dày, Fluoxetine, Ramipril",6,4236689.22,2554152,3.7,2,2
2633,Đỗ Hải Văn,58,0929373927,Huyện Nhà Bè,Xã Phú Xuân,92 Chánh Hưng Nối Dài,do_hai_van_20061966@gmail.com,1966-06-20,"Azithromycin, Hydrocodone, Oxycodone",5,695549.57,442630,3.7,1,0
2634,Đỗ Thành Mai,64,0978632635,Huyện Nhà Bè,Xã Phước Lộc,12 Đặng Nhữ Lâm,do_thanh_mai_09091960@gmail.com,1960-09-09,"Azithromycin, Aspirin, Neomycin, Duloxetine",12,2653526.8,1651345,3.9,1,1
2635,Đỗ Tú Văn,56,0971738373,Huyện Nhà Bè,Xã Phước Lộc,27 Long Thới,do_tu_van_05091968@gmail.com,1968-09-05,Citalopram,6,3750564.78,2743597,4.0,5,5
2636,Ngô Khánh Hải,60,0933048815,Huyện Nhà Bè,Xã Hiệp Phước,62 Phú Xuân,ngo_khanh_hai_29031964@gmail.com,1964-03-29,"Benzoyl peroxide, Losartan, Ibuprofen, Esomeprazole",8,1607220.99,1271276,4.9,2,2
2637,Hồ Quang Mai,46,0928015344,Huyện Nhà Bè,Xã Nhơn Đức,1 Phan Văn Bảy,ho_quang_mai_04071978@gmail.com,1978-07-04,"Miconazole, Amlodipine, Levofloxacin, Fexofenadine",9,2815920.39,1850102,4.0,3,3
2638,Vũ An Ngọc,71,0947946502,Quận 7,Phú Mỹ,65 Phan Huy Thực,vu_an_ngoc_04121953@gmail.com,1953-12-04,"Bupropion, Montelukast, Ibuprofen",12,289787.59,229124,3.7,1,0
2639,Lê Bích Như,19,0962326846,Quận 7,Tân Quy,84 Phú Thuận,le_bich_nhu_05072005@gmail.com,2005-07-05,Tramadol,1,3297817.58,2521158,4.4,5,5
2640,Hoàng Ngọc Như,26,0939494266,Quận 7,Tân Phong,14 Bùi Văn Ba,hoang_ngoc_nhu_27091998@gmail.com,1998-09-27,Metformin,2,2183750.46,1434490,4.3,2,2
2641,Nguyễn Văn Thị,53,0914968053,Huyện Nhà Bè,Xã Long Thới,87 Nội Bộ Khu Cán Bộ Công Nhân Viên Huyện,nguyen_van_thi_30041971@gmail.com,1971-04-30,"Galantamine, Olanzapine",3,2382625.57,1871568,3.2,3,3
2642,Trần Bích Đức,69,0915442921,Quận 7,Tân Phú,17 Phan Khiêm Ích,tran_bich_duc_07121955@gmail.com,1955-12-07,Methadone,3,735866.47,496636,3.8,1,0
2643,Phạm Như An,39,0947008447,Quận 7,Bình Thuận,56 Cầu Tân Thuận 22,pham_nhu_an_29041985@gmail.com,1985-04-29,"Sodium chloride, Isotretinoin",6,2361053.94,1420998,4.7,2,2
2644,Hoàng Thành Quang,24,0988677872,Huyện Nhà Bè,Xã Phước Lộc,49 Long Thới,hoang_thanh_quang_28072000@gmail.com,2000-07-28,"Duloxetine, Venlafaxine, Memantine",4,1469936.57,1171416,4.6,2,2
2645,Bùi Bích Hải,31,0972892791,Quận 7,Tân Thuận Đông,24 Phạm Viết Chánh,bui_bich_hai_28011993@gmail.com,1993-01-28,"Pregabalin, Tamsulosin, Methadone, Clarithromycin",1,2939114.07,1978056,4.8,3,3
2646,Hồ Phúc Quang,66,0908580519,Huyện Nhà Bè,Xã Nhơn Đức,57 Lê Văn Lương,ho_phuc_quang_03081958@gmail.com,1958-08-03,Tramadol,6,1369806.62,898024,3.5,1,0
2647,Hồ Vĩ Lan,47,0963015345,Quận 7,Bình Thuận,99 Bùi Bằng Đoàn,ho_vi_lan_18051977@gmail.com,1977-05-18,Galantamine,1,2437046.06,1836148,4.3,3,3
2648,Lê Khánh Như,37,0928338621,Quận 7,Bình Thuận,20 Nguyễn Phan Chánh,le_khanh_nhu_13021987@gmail.com,1987-02-13,"Metformin, Memantine",4,2424517.8,1475408,3.2,2,2
2649,Ngô Thành Văn,73,0929068856,Quận 7,Bình Thuận,92 Đường D,ngo_thanh_van_19011951@gmail.com,1951-01-19,"Bacitracin, Ramipril, Miconazole, Montelukast",8,1533588.11,1084879,5.0,1,1
2650,Nguyễn Khánh Hải,53,0964505944,Quận 7,Bình Thuận,21 Phạm Thiều,nguyen_khanh_hai_17101971@gmail.com,1971-10-17,"Aspirin, Paracetamol, Galantamine, Amoxicillin",2,920800.51,690948,3.1,1,1
2651,Vũ Tú Như,51,0931417527,Quận 7,Phú Thuận,66 Nguyễn Thị Thập,vu_tu_nhu_20081973@gmail.com,1973-08-20,Ketorolac,5,3560477.95,2433403,3.3,4,4
2652,Bùi Bích Hải,25,0945821556,Quận 7,Tân Phong,62 Rạch Dơ,bui_bich_hai_27011999@gmail.com,1999-01-27,Simvastatin,5,4303646.12,2719196,4.8,5,5
2653,Trần Hà Đức,19,0923512415,Huyện Nhà Bè,Xã Long Thới,69 Khu Trung Tâm Huyện,tran_ha_duc_21042005@gmail.com,2005-04-21,"Silver sulfadiazine, Levofloxacin, Fentanyl",1,3564379.52,2394339,3.6,4,4
2654,Hoàng Mai Như,38,0935127852,Huyện Nhà Bè,Xã Phước Kiển,47 Đào Sư Tích,hoang_mai_nhu_24081986@gmail.com,1986-08-24,"Amlodipine, Propranolol",2,2639343.09,1604673,3.9,3,3
2655,Đỗ Minh Quang,29,0948226127,Quận 7,Tân Kiểng,41 Lâm Văn Bền,do_minh_quang_09071995@gmail.com,1995-07-09,"Albuterol, Fluconazole, Metoprolol",9,2854613.07,1967227,4.9,3,3
2656,Đỗ Tú Văn,38,0952928387,Quận 7,Tân Hưng,15 Hưng Long,do_tu_van_01111986@gmail.com,1986-11-01,"Fluconazole, Cetirizine, Galantamine, Lithium",9,3359104.32,2515155,3.0,5,5
2657,Đỗ Tâm Như,77,0911556796,Huyện Nhà Bè,Xã Phước Lộc,26 Dương Cát Lợi,do_tam_nhu_11051947@gmail.com,1947-05-11,"Fluconazole, Clopidogrel",8,2193265.83,1602769,4.0,1,1
2658,Nguyễn Tâm An,39,0916380388,Quận 7,Phú Mỹ,42 Phạm Viết Chánh,nguyen_tam_an_09021985@gmail.com,1985-02-09,"Sodium chloride, Thuốc đau dạ dày, Carvedilol, Enalapril",3,1929732.64,1284987,3.4,2,2
2659,Lê An Hải,58,0926805160,Huyện Nhà Bè,Xã Phước Lộc,10 Lê Văn Lương,le_an_hai_06031966@gmail.com,1966-03-06,"Carvedilol, Fluconazole",3,2073094.69,1513316,3.8,3,3
2660,Ngô Hải Ngọc,45,0904617008,Quận 7,Tân Kiểng,96 Hoàng Quốc Việt,ngo_hai_ngoc_15021979@gmail.com,1979-02-15,Metoprolol,10,2702062.65,2042370,3.8,4,4
2661,Bùi Hà Mai,77,0975125947,Quận 7,Tân Hưng,63 Phạm Viết Chánh,bui_ha_mai_25081947@gmail.com,1947-08-25,"Diclofenac, Fluoxetine, Carvedilol",7,666713.92,487277,4.8,1,0
2662,Lê Đức Thị,77,0971497840,Quận 7,Tân Hưng,77 Đào Sư Tích,le_duc_thi_23051947@gmail.com,1947-05-23,"Aspirin, Montelukast",6,1642753.78,1127385,3.3,1,1
2663,Hoàng Khánh Ngọc,47,0947075148,Quận 7,Tân Thuận Tây,12 Đường U,hoang_khanh_ngoc_04021977@gmail.com,1977-02-04,"Rifampin, Pregabalin, Cảm cúm",2,2739399.22,1817424,3.5,3,3
2664,Hồ Ngọc An,35,0913970108,Huyện Nhà Bè,Xã Nhơn Đức,38 Nguyễn Hữu Thọ,ho_ngoc_an_14111989@gmail.com,1989-11-14,"Lithium, Thuốc đau dạ dày",12,767547.25,567569,4.6,1,1
2665,Trần Hà Đức,62,0995166456,Huyện Nhà Bè,Xã Long Thới,68 Nguyễn Hữu Thọ,tran_ha_duc_04121962@gmail.com,1962-12-04,"Cảm cúm, Hydrocodone, Vitamin C",1,2506230.23,1852183,3.6,1,1
2666,Lê Bích Như,18,0913159470,Huyện Nhà Bè,Xã Nhơn Đức,81 Nguyễn Văn Thọ,le_bich_nhu_12072006@gmail.com,2006-07-12,"Fluoxetine, Pregabalin",3,738577.2,546623,4.3,1,1
2667,Nguyễn Văn Thị,19,0922917624,Quận 7,Tân Quy,25 Chuyên Dùng,nguyen_van_thi_29122004@gmail.com,2004-12-29,"Ibuprofen, Ibuprofen, Celecoxib",10,1423831.02,1010701,4.4,2,2
2668,Lê Tú Lan,28,0902313152,Quận 7,Tân Hưng,95 Phạm Viết Chánh,le_tu_lan_24041996@gmail.com,1996-04-24,"Sildenafil, Miconazole, Enalapril, Quetiapine",1,536547.67,407298,3.4,1,0
2669,Trần Hà Ngọc,22,0927409677,Quận 7,Phú Thuận,89 Nguyễn Văn Linh,tran_ha_ngoc_06072002@gmail.com,2002-07-06,"Montelukast, Metoprolol, Montelukast",12,3346933.93,2423645,4.8,4,4
2670,Ngô Quang Thị,50,0915161846,Huyện Nhà Bè,Xã Phước Lộc,84 Bờ Tây,ngo_quang_thi_11041974@gmail.com,1974-04-11,Ziprasidone,8,1092946.51,672925,3.3,1,1
2671,Bùi Bích Ngọc,48,0963096974,Quận 7,Phú Mỹ,8 Đường C,bui_bich_ngoc_29101976@gmail.com,1976-10-29,"Albuterol, Atomoxetine, Ziprasidone",8,1857680.98,1204999,3.5,2,2
2672,Vũ Bảo Đức,35,0984658949,Huyện Nhà Bè,Xã Phước Kiển,36 Phạm Hữu Lầu,vu_bao_duc_09021989@gmail.com,1989-02-09,Simvastatin,6,1573559.91,1227538,4.9,2,2
2673,Hoàng Mai Như,33,0903545548,Huyện Nhà Bè,Xã Hiệp Phước,32 Đào Tông Nguyên,hoang_mai_nhu_20071991@gmail.com,1991-07-20,"Citalopram, Diclofenac",9,515523.4,383646,4.5,1,0
2674,Ngô Hải Thị,46,0985716526,Quận 7,Tân Thuận Tây,67 Đặng Đức Thuật,ngo_hai_thi_27051978@gmail.com,1978-05-27,"Levothyroxine, Lansoprazole, Isotretinoin, Ramipril",1,4154751.63,2681948,3.6,5,5
2675,Hoàng Mai Như,28,0989756354,Huyện Nhà Bè,Xã Nhơn Đức,86 Nguyễn Hữu Thọ,hoang_mai_nhu_05081996@gmail.com,1996-08-05,Rivastigmine,1,1195691.22,938886,4.5,1,1
2676,Lê Minh Như,69,0988072120,Quận 7,Tân Thuận Tây,75 Đặng Đại Độ,le_minh_nhu_25091955@gmail.com,1955-09-25,"Atenolol, Atomoxetine, Citalopram",11,671953.13,409061,3.7,1,0
2677,Đỗ Mai An,38,0975840357,Huyện Nhà Bè,Xã Nhơn Đức,76 Lê Văn Lương,do_mai_an_19101986@gmail.com,1986-10-19,Fentanyl,6,1484934.54,1121300,3.5,2,2
2678,Phạm Bảo Quang,25,0966170647,Quận 7,Tân Thuận Đông,47 Nguyễn Thị Thập,pham_bao_quang_16121999@gmail.com,1999-12-16,"Isotretinoin, Citalopram, Isotretinoin, Neomycin",3,143111.38,104383,3.8,1,0
